2.9,9.661484,2.995239
1.6,17.225906,10.200562
1.7,26.394958,17.882858
3.4,19.158356,10.386658
3.4,19.145142,10.401901
2.1,18.762161,10.282578
1.9,21.505981,11.782257
2.6,23.255371,12.389465
3.4,18.414871,9.624786
3.4,21.356079,11.060867
3.4,21.280121,11.320862
2.2,22.228409,11.649963
2.1,18.666031,9.819809
1.9,17.159729,8.666901
3.4,15.717453,7.454956
3.1,15.936234,7.484726
3.4,14.670258,6.588852
3.4,16.46875,7.99884
1.9,14.828186,6.585815
3.4,13.536682,5.793213
3.4,14.618271,6.981857
2.5,20.096191,10.542542
1.9,21.990891,10.215256
2.5,22.757446,10.58989
2.6,22.983841,10.742371
2.1,21.986984,10.288437
3.4,18.851578,9.636642
3.4,18.201233,9.453857
3.4,17.339035,8.841034
3.4,16.848618,8.785675
3.4,19.195969,10.315475
3.4,16.286514,8.225632
3.4,17.013336,8.79953
3.4,15.695953,7.977554
3.4,15.235077,7.578217
3.4,17.289093,8.841614
3.4,18.539978,8.34404
3.4,21.949005,9.88681
3.4,22.986694,10.375137
2.6,21.925644,10.030136
2,21.617889,9.965851
2.2,22.638657,10.087555
2.2,22.063049,10.044983
1.9,20.759155,9.058868
3.4,20.716476,9.319733
2.9,22.259018,10.399368
1.9,18.473846,9.377472
2.9,16.201782,8.46846
1.9,14.782257,7.1073
3.4,14.1996,7.01152
3.4,15.233948,7.397293
3.4,18.064804,8.095718
3,20.008209,8.882797
2.5,15.205597,6.707199
2.5,13.647583,6.115875
1.9,14.804184,6.775223
2.2,16.146561,7.392365
3.1,15.740158,7.567123
3.4,15.66098,7.43956
3.4,16.654282,8.157059
3.4,15.586655,7.491501
2.6,15.376373,7.135025
2.1,16.894211,8.024521
1.7,22.524918,10.618347
3.3,22.218704,10.447021
3.4,18.072617,8.937622
2.4,18.521194,8.514679
2.6,14.548691,6.66037
1.6,14.769073,6.909485
2.1,15.395126,7.367508
3.4,16.249268,7.796844
3.4,19.039032,9.542938
3.1,23.458908,12.344284
3.1,22.378326,12.034653
3.4,25.033844,13.237549
1.7,25.223694,13.320465
3.4,25.336609,12.602173
3.4,23.107452,10.878174
3.4,24.834808,12.292435
3.4,20.409592,10.320572
3.4,21.869553,10.452866
1.7,17.151077,8.206482
3.3,20.084381,10.39476
2.2,17.651413,8.934372
3.4,17.801529,8.684937
2.2,16.829086,8.09668
1.9,14.997452,6.54216
1.9,15.212082,6.886902
1.9,14.428833,6.603302
2.1,14.224487,6.601532
3.4,13.296356,5.87265
2.5,19.566879,8.438873
1.9,21.111389,8.955444
1.7,18.461655,8.04364
3.4,21.769043,9.376099
3.4,17.822342,7.264389
2.5,15.265381,7.094086
2.5,16.457596,8.327621
3.4,15.83168,7.783493
3.1,14.420486,6.599731
3.4,14.580719,6.684189
3.4,13.741196,6.381561
3.4,17.045685,8.14241
1.7,17.424637,8.139343
2.1,17.639191,8.252258
1.9,19.729675,9.179169
3.4,21.478577,9.57016
3.4,22.465958,10.242157
3.4,22.564301,10.120895
2.9,23.541748,11.129074
3.4,17.561096,7.43866
2.4,15.328598,7.496353
1.9,18.492004,8.827209
3.4,18.076996,8.536896
3.4,16.795471,8.016144
2.2,19.421631,9.228012
3.4,23.155579,11.386978
2.2,17.977158,8.801834
3.4,23.545776,10.803375
3.4,19.700836,9.108215
3.4,19.338867,9.145645
3.4,16.002792,7.463837
3,14.742859,6.761703
3.3,15.676315,7.636459
3.4,18.489822,8.867371
3.4,17.763474,8.46257
2.2,18.561172,8.704315
2.4,17.795624,8.271606
3.4,16.775223,7.869049
1.6,19.041885,9.016235
1.7,16.670944,8.121262
3.4,18.39357,9.16629
3.4,15.863876,7.706085
3.4,15.899811,7.614166
3.4,16.109116,7.508667
2.2,16.340805,7.901062
2.4,17.51622,8.485245
3.4,15.870819,7.781525
2.8,17.080963,8.225723
2.6,19.211151,8.827499
2.2,23.381989,11.273758
3.4,14.649994,6.640106
2.4,16.560165,7.785309
2.2,15.314041,6.932327
1.6,14.666031,6.605759
3.4,16.968567,7.484756
3.3,21.427872,9.193848
2.2,22.164963,9.956863
1.7,23.531662,11.523788
3.4,24.674957,12.187073
3.4,23.733414,12.055756
3.4,17.461136,9.222549
3.4,17.427353,8.872406
3.4,16.388977,8.215317
1.9,15.204315,7.56459
3.4,15.51593,7.681168
1.9,15.206955,7.504684
3.4,16.689377,8.282608
2.1,16.238571,7.967728
2.2,19.384216,10.166824
2.6,16.659607,8.243622
3.4,15.018417,6.832855
3.4,17.06308,8.385727
2.1,14.257858,6.926361
3,14.628372,6.920166
2.2,16.700317,8.406937
2.1,19.955139,9.400055
3.4,16.128967,7.788574
3.4,14.820175,6.574463
3.4,14.540588,6.715805
3.4,15.171173,7.10231
2.2,15.198715,6.942856
1.7,16.081192,7.534058
3.1,23.173386,10.703552
3.4,18.206467,8.854904
3.4,15.947449,7.627304
3.4,15.985504,7.339996
3.4,22.859741,10.642502
1.9,23.207458,10.642258
3.4,22.45137,10.243973
1.9,20.347,9.317047
3.4,21.067932,9.811218
3.4,15.975571,7.23233
1.9,18.244705,8.043823
1.7,22.838806,10.865738
1.7,18.754211,9.195053
3.4,15.94458,7.229767
2.6,16.351166,7.352829
3.4,16.547424,7.786453
3.4,24.07019,11.662888
3.4,20.674194,9.920319
3.4,20.932602,10.286499
3.4,22.499084,10.783508
2.1,21.550293,10.150589
3.4,15.429871,6.965836
3.4,16.557297,7.76091
2.1,15.702118,7.17514
2,16.817612,8.072998
3.4,16.436646,7.744125
3.4,17.637421,8.103363
1.9,16.359344,7.807449
3.4,15.907898,7.257385
3.4,17.484009,8.00882
2.4,16.542923,8.018631
3.4,14.836227,6.963776
2.2,21.36676,9.79158
2.1,21.915527,10.151764
3.4,19.524475,9.248627
2.2,23.519882,11.093109
3.3,24.319717,11.537415
3.4,18.215118,8.873535
3.4,15.26918,7.045044
3.4,16.597733,7.795654
1.9,17.544968,8.492462
3.4,18.131073,8.604187
3.4,20.870895,9.847336
1.9,18.845688,8.590591
3.4,18.873703,8.966171
3.4,17.164871,7.67366
3.4,18.948593,8.482498
1.7,16.975723,8.416092
3.4,17.837631,9.113998
3.4,17.551193,9.172638
2.8,21.503708,11.305023
2.8,19.397156,10.443085
3.1,17.508774,8.867355
2.5,18.400833,9.777267
1.7,17.279266,9.259705
2.8,16.052994,8.380295
2.2,16.160324,8.623795
3.4,19.356583,9.399246
1.9,22.083359,10.290237
1.9,23.445419,11.240936
3.4,22.970459,10.779221
3.1,23.294022,11.09549
3.4,19.585617,9.115555
2.2,15.128891,6.981354
2.2,19.949493,9.91008
3.4,18.998901,9.427216
3.4,23.193146,11.587036
2.4,24.391724,11.682968
3.4,20.018951,9.679489
3.4,19.667023,9.888168
3.4,17.672089,8.726288
3.4,22.591431,10.902313
2.1,19.23172,9.289703
3.4,15.497604,7.456223
1.7,18.957138,9.286774
3.4,20.43869,9.531357
3.4,21.122925,9.74733
2.2,19.90686,9.59256
2.1,18.398865,8.934097
3.4,16.154129,7.349945
3.4,17.786911,8.858017
3.3,19.584702,9.426041
3.4,17.735657,8.77063
3.4,14.317551,6.562149
3.1,16.640884,8.416214
3.4,17.754807,8.662781
3.4,19.295837,9.325958
3.4,14.794891,6.939819
3.4,15.903824,7.050262
2.5,15.024246,7.317749
3.4,16.201035,7.836792
1.9,16.400085,8.201721
2.1,16.007263,7.581726
3.4,17.216522,8.171387
2.5,23.782379,11.307419
2,22.595718,10.686417
2.6,23.080048,10.944168
1.9,15.681778,7.547897
2,15.989136,7.2892
3.4,19.189011,8.854477
3.4,19.350571,8.799271
3.4,18.214386,9.051224
3.4,17.079941,8.430191
3.4,17.528259,8.363205
2.6,16.022018,7.390045
1.9,19.672272,9.576416
3.4,20.583649,9.883133
2.4,20.144623,9.690704
3.3,14.743454,6.736053
3.4,15.386658,6.907455
2.1,13.916809,5.940796
2.6,15.823395,7.138229
2.1,13.929321,6.216797
3.4,15.203262,6.776123
1.6,15.922775,7.382706
2.1,15.012543,7.009171
3.4,16.249573,7.88443
2.4,17.027313,8.324936
1.7,17.039963,8.025742
1.7,13.888321,6.621658
2.6,18.144226,9.727341
2.4,18.766464,8.802292
3.4,17.450485,7.469467
1.7,20.034515,10.423126
3.4,21.708954,11.442764
3.4,22.590469,12.857635
1.6,21.606003,11.861328
